Year,BASE_PER,NATURE,COMMENT_OBS,SOURCE_DETAIL,SDG Series,Sex,Age,Degree of urbanisation,Base period,Nature of data points,Observation-level footnotes,Source details,Value
2019,2017,G,"Accessed September 14, 2022. Survey name: PICES. Uses a consumption aggregate, which is not spatially deflated.","Poverty and Inequality Portal, World Bank",Proportion of population below international poverty line [1.1.1],,under 15 years old,,2017,Global monitoring data,"Accessed September 14, 2022. Survey name: PICES. Uses a consumption aggregate, which is not spatially deflated.","Poverty and Inequality Portal, World Bank",47.24313
2017,2017,G,"Accessed September 14, 2022. Survey name: PICES. Uses a consumption aggregate, which is not spatially deflated.","Poverty and Inequality Portal, World Bank",Proportion of population below international poverty line [1.1.1],,15 to 64 years old,,2017,Global monitoring data,"Accessed September 14, 2022. Survey name: PICES. Uses a consumption aggregate, which is not spatially deflated.","Poverty and Inequality Portal, World Bank",29.73578
2019,2017,G,"Accessed September 14, 2022. Survey name: PICES. Uses a consumption aggregate, which is not spatially deflated.","Poverty and Inequality Portal, World Bank",Proportion of population below international poverty line [1.1.1],,15 to 64 years old,,2017,Global monitoring data,"Accessed September 14, 2022. Survey name: PICES. Uses a consumption aggregate, which is not spatially deflated.","Poverty and Inequality Portal, World Bank",34.9821
2017,2017,G,"Accessed September 14, 2022. Survey name: PICES. Uses a consumption aggregate, which is not spatially deflated.","Poverty and Inequality Portal, World Bank",Proportion of population below international poverty line [1.1.1],Female,,,2017,Global monitoring data,"Accessed September 14, 2022. Survey name: PICES. Uses a consumption aggregate, which is not spatially deflated.","Poverty and Inequality Portal, World Bank",34.27809
2019,2017,G,"Accessed September 14, 2022. Survey name: PICES. Uses a consumption aggregate, which is not spatially deflated.","Poverty and Inequality Portal, World Bank",Proportion of population below international poverty line [1.1.1],Female,,,2017,Global monitoring data,"Accessed September 14, 2022. Survey name: PICES. Uses a consumption aggregate, which is not spatially deflated.","Poverty and Inequality Portal, World Bank",39.44854
2017,2017,G,"Accessed September 14, 2022. Survey name: PICES. Uses a consumption aggregate, which is not spatially deflated.","Poverty and Inequality Portal, World Bank",Proportion of population below international poverty line [1.1.1],Male,,,2017,Global monitoring data,"Accessed September 14, 2022. Survey name: PICES. Uses a consumption aggregate, which is not spatially deflated.","Poverty and Inequality Portal, World Bank",34.54693
2019,2017,G,"Accessed September 14, 2022. Survey name: PICES. Uses a consumption aggregate, which is not spatially deflated.","Poverty and Inequality Portal, World Bank",Proportion of population below international poverty line [1.1.1],Male,,,2017,Global monitoring data,"Accessed September 14, 2022. Survey name: PICES. Uses a consumption aggregate, which is not spatially deflated.","Poverty and Inequality Portal, World Bank",40.08752
2000,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",8.8
2001,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",8.5
2002,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",11.3
2003,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",17.4
2004,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",19.8
2005,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",22.3
2006,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",23.9
2007,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",26.0
2008,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",35.9
2009,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",30.9
2010,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",23.5
2011,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",18.8
2012,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",17.0
2013,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",19.9
2014,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",22.5
2015,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25.4
2016,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",28.8
2017,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",30.2
2018,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",29.6
2019,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",35.6
2020,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",39.5
2021,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",38.6
2000,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",7.9
2001,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",7.7
2002,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",10.3
2003,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",16.0
2004,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",18.3
2005,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",20.6
2006,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",22.3
2007,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",24.3
2008,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",34.2
2009,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",29.2
2010,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",22.0
2011,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",17.4
2012,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15.7
2013,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",18.5
2014,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",21.1
2015,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",23.9
2016,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",27.3
2017,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",28.7
2018,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",28.1
2019,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,25 years old and over,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",34.0
2000,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 to 24 years old,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",10.4
2001,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 to 24 years old,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",10.1
2002,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 to 24 years old,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",13.3
2003,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 to 24 years old,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",20.1
2004,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 to 24 years old,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",22.6
2005,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 to 24 years old,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25.2
2006,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 to 24 years old,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",27.0
2007,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 to 24 years old,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",29.2
2008,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 to 24 years old,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",39.1
2009,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 to 24 years old,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",34.3
2010,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 to 24 years old,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",26.7
2011,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 to 24 years old,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",21.7
2012,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 to 24 years old,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",19.8
2013,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 to 24 years old,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",22.8
2014,,M,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",Employed population below international poverty line [1.1.1],,15 to 24 years old,,,Modeled,,"Source = ILO modelled estimates, November 2021, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25.6
